Invoice_ID,Branch,City,Customer_Type,Gender,Product_Line,Unit_Price,Quantity,Tax,Total,Date,Time,Payment,Rating
INV000501,B,Yangon,Member,Male,Health & Beauty,76.95,7,2.81,135.91,2023-07-15,17:39,Credit card,5.7
INV000502,B,Mandalay,Member,Female,Electronic Accessories,44.32,3,4.42,68.26,2023-08-25,10:22,Ewallet,8.3
INV000503,C,Naypyitaw,Normal,Female,Home & Lifestyle,60.88,5,2.6,426.12,2023-11-18,19:12,Credit card,5.6
INV000504,C,Yangon,Member,Male,Fashion Accessories,49.67,6,5.18,70.76,2023-02-02,19:44,Cash,7.7
INV000505,B,Naypyitaw,Normal,Male,Food & Beverages,84.23,4,2.77,271.03,2023-09-14,11:53,Ewallet,6.3
INV000506,A,Yangon,Member,Male,Fashion Accessories,91.26,3,9.67,104.38,2023-05-21,15:03,Ewallet,7.7
INV000507,A,Naypyitaw,Member,Male,Health & Beauty,77.26,1,5.23,492.61,2023-05-05,14:49,Credit card,7.6
INV000508,A,Yangon,Member,Female,Home & Lifestyle,46.56,4,8.5,114.0,2023-05-13,8:34,Credit card,6.8
INV000509,A,Mandalay,Member,Male,Home & Lifestyle,44.74,4,1.73,180.68,2023-11-26,12:39,Credit card,6.1
INV000510,A,Naypyitaw,Member,Female,Food & Beverages,69.97,5,9.34,389.02,2023-01-02,19:14,Cash,7.7
INV000511,C,Yangon,Member,Male,Health & Beauty,87.5,5,9.54,129.94,2023-05-07,19:09,Credit card,4.6
INV000512,A,Naypyitaw,Member,Male,Sports & Travel,94.86,5,1.74,197.04,2023-02-27,8:05,Ewallet,8.0
INV000513,A,Yangon,Member,Male,Home & Lifestyle,59.8,5,1.63,223.06,2023-06-13,9:36,Cash,4.6
INV000514,A,Naypyitaw,Normal,Female,Fashion Accessories,78.42,3,6.62,176.14,2023-09-03,19:01,Ewallet,8.9
INV000515,B,Naypyitaw,Member,Female,Home & Lifestyle,69.25,2,8.3,369.97,2023-06-24,15:14,Cash,4.5
INV000516,C,Yangon,Member,Male,Home & Lifestyle,58.92,2,2.98,383.26,2023-07-21,12:45,Cash,5.2
INV000517,B,Yangon,Normal,Male,Electronic Accessories,77.94,6,3.53,349.29,2023-06-05,19:19,Ewallet,6.8
INV000518,B,Naypyitaw,Normal,Male,Health & Beauty,97.54,2,1.42,42.34,2023-09-26,12:11,Credit card,4.0
INV000519,C,Yangon,Normal,Male,Health & Beauty,59.52,3,3.74,66.59,2023-11-20,12:12,Ewallet,8.5
INV000520,C,Yangon,Member,Female,Electronic Accessories,31.8,7,4.47,105.96,2023-03-11,15:01,Cash,5.0
INV000521,B,Yangon,Normal,Female,Electronic Accessories,74.7,4,6.32,114.66,2023-02-03,17:08,Credit card,7.4
INV000522,B,Mandalay,Member,Male,Sports & Travel,99.48,5,3.24,369.64,2023-12-11,9:35,Ewallet,4.0
INV000523,A,Naypyitaw,Member,Female,Sports & Travel,63.86,8,3.72,325.46,2023-04-11,14:57,Credit card,4.0
INV000524,C,Naypyitaw,Normal,Male,Health & Beauty,25.54,8,5.6,217.47,2023-07-16,11:41,Credit card,7.2
INV000525,B,Yangon,Normal,Male,Sports & Travel,71.55,2,1.01,297.32,2023-06-16,13:00,Cash,8.9
INV000526,B,Naypyitaw,Normal,Male,Electronic Accessories,99.43,5,6.24,444.96,2023-03-10,17:47,Cash,9.1
INV000527,B,Mandalay,Normal,Female,Food & Beverages,33.09,1,9.14,453.81,2023-01-25,19:41,Ewallet,6.5
INV000528,A,Naypyitaw,Normal,Female,Electronic Accessories,59.81,9,4.12,339.08,2023-06-06,13:26,Ewallet,7.7
INV000529,B,Naypyitaw,Normal,Male,Fashion Accessories,39.73,6,2.95,393.68,2023-03-22,13:09,Cash,7.8
INV000530,C,Mandalay,Normal,Male,Fashion Accessories,52.19,8,4.37,428.59,2023-05-22,13:24,Cash,7.6
INV000531,A,Mandalay,Normal,Female,Home & Lifestyle,97.23,4,9.81,122.86,2023-02-08,18:26,Cash,4.4
INV000532,C,Mandalay,Normal,Male,Fashion Accessories,48.24,4,6.67,483.42,2023-02-14,14:41,Cash,4.3
INV000533,A,Yangon,Normal,Female,Home & Lifestyle,33.81,6,1.48,140.35,2023-08-28,18:41,Cash,9.8
INV000534,C,Yangon,Normal,Male,Sports & Travel,49.41,3,4.53,268.01,2023-11-30,11:45,Cash,8.2
INV000535,B,Naypyitaw,Member,Female,Food & Beverages,61.57,5,9.24,493.54,2023-07-29,18:58,Credit card,6.9
INV000536,A,Mandalay,Normal,Female,Health & Beauty,77.58,5,8.34,408.23,2023-06-09,9:49,Cash,6.0
INV000537,A,Yangon,Member,Male,Food & Beverages,29.48,9,1.41,39.62,2023-09-15,17:35,Ewallet,9.0
INV000538,B,Naypyitaw,Normal,Female,Electronic Accessories,87.3,7,9.06,146.68,2023-06-28,18:06,Ewallet,7.7
INV000539,A,Mandalay,Member,Female,Electronic Accessories,18.89,1,6.19,97.53,2023-08-08,10:31,Credit card,9.6
INV000540,B,Naypyitaw,Member,Male,Sports & Travel,16.34,9,6.01,248.36,2023-11-09,18:13,Credit card,9.4
INV000541,C,Naypyitaw,Member,Male,Fashion Accessories,71.75,1,3.55,491.94,2023-02-03,9:43,Ewallet,8.8
INV000542,A,Naypyitaw,Normal,Male,Food & Beverages,81.78,8,5.26,152.83,2023-12-03,14:46,Cash,4.4
INV000543,B,Naypyitaw,Normal,Female,Health & Beauty,29.01,3,7.63,33.82,2023-10-15,13:42,Credit card,9.5
INV000544,A,Naypyitaw,Member,Male,Fashion Accessories,68.54,1,8.18,407.67,2023-09-19,8:21,Credit card,7.5
INV000545,A,Mandalay,Member,Female,Fashion Accessories,99.27,2,9.2,258.58,2023-08-22,14:24,Ewallet,4.6
INV000546,B,Yangon,Normal,Male,Sports & Travel,27.24,3,3.04,73.21,2023-12-07,16:51,Ewallet,5.3
INV000547,B,Mandalay,Member,Male,Electronic Accessories,50.41,9,5.86,353.11,2023-11-29,17:29,Cash,4.3
INV000548,B,Mandalay,Member,Male,Electronic Accessories,75.62,2,5.38,195.7,2023-12-12,8:34,Cash,9.6
INV000549,A,Yangon,Normal,Male,Home & Lifestyle,89.32,7,9.25,384.28,2023-10-20,8:04,Ewallet,7.1
INV000550,C,Naypyitaw,Member,Female,Food & Beverages,26.66,2,4.15,42.24,2023-02-15,9:37,Cash,7.3
INV000551,B,Naypyitaw,Normal,Female,Fashion Accessories,17.43,4,1.71,414.01,2023-06-13,15:31,Cash,5.9
INV000552,B,Yangon,Normal,Female,Electronic Accessories,97.15,6,4.4,165.06,2023-06-10,18:03,Credit card,5.5
INV000553,A,Naypyitaw,Member,Male,Food & Beverages,90.1,1,7.82,271.35,2023-08-19,17:06,Credit card,9.3
INV000554,C,Yangon,Member,Male,Home & Lifestyle,65.72,9,8.94,338.23,2023-11-20,19:55,Credit card,9.5
INV000555,A,Yangon,Normal,Female,Sports & Travel,31.71,5,6.93,334.27,2023-03-18,12:16,Cash,4.3
INV000556,C,Naypyitaw,Normal,Male,Sports & Travel,43.05,2,4.89,304.46,2023-09-21,10:34,Credit card,5.1
INV000557,B,Naypyitaw,Member,Male,Sports & Travel,61.13,4,1.06,99.11,2023-04-15,17:49,Cash,9.4
INV000558,C,Mandalay,Normal,Female,Fashion Accessories,65.92,2,2.28,464.47,2023-02-14,18:34,Credit card,7.3
INV000559,C,Naypyitaw,Normal,Male,Health & Beauty,61.91,2,9.68,377.64,2023-03-14,10:02,Cash,4.1
INV000560,A,Yangon,Member,Male,Electronic Accessories,46.41,2,8.68,268.21,2023-05-13,19:26,Cash,9.8
INV000561,A,Yangon,Normal,Female,Health & Beauty,85.17,6,8.87,437.96,2023-07-18,13:15,Ewallet,8.0
INV000562,A,Naypyitaw,Member,Female,Fashion Accessories,54.9,2,8.87,222.46,2023-07-21,11:04,Ewallet,4.9
INV000563,B,Yangon,Normal,Female,Health & Beauty,55.96,2,1.32,174.88,2023-06-28,12:29,Ewallet,9.6
INV000564,B,Yangon,Normal,Male,Home & Lifestyle,94.5,6,7.85,45.21,2023-07-02,19:18,Cash,6.2
INV000565,A,Mandalay,Normal,Male,Health & Beauty,85.27,6,1.16,145.54,2023-03-11,15:29,Ewallet,8.5
INV000566,B,Mandalay,Normal,Female,Fashion Accessories,83.15,8,7.23,196.85,2023-06-05,9:19,Cash,9.7
INV000567,B,Mandalay,Member,Male,Health & Beauty,66.55,4,3.37,486.3,2023-09-03,13:53,Credit card,8.0
INV000568,A,Yangon,Normal,Female,Fashion Accessories,80.53,1,7.95,418.54,2023-06-03,15:36,Cash,4.1
INV000569,C,Yangon,Normal,Male,Food & Beverages,64.76,3,6.56,192.3,2023-01-15,16:23,Ewallet,7.5
INV000570,A,Yangon,Normal,Female,Home & Lifestyle,17.68,1,9.81,490.68,2023-07-08,11:29,Ewallet,6.4
INV000571,C,Mandalay,Normal,Male,Home & Lifestyle,15.04,7,6.74,20.63,2023-04-27,10:16,Cash,4.9
INV000572,C,Yangon,Normal,Female,Fashion Accessories,81.37,1,9.19,418.42,2023-11-14,18:28,Ewallet,8.1
INV000573,C,Mandalay,Member,Male,Electronic Accessories,66.36,9,5.41,343.93,2023-10-03,12:12,Credit card,4.4
INV000574,A,Yangon,Member,Female,Health & Beauty,81.12,9,6.41,31.79,2023-02-19,15:08,Cash,7.5
INV000575,C,Yangon,Normal,Male,Sports & Travel,98.47,7,6.66,187.81,2023-03-31,8:40,Cash,8.1
INV000576,B,Naypyitaw,Normal,Female,Home & Lifestyle,95.99,2,9.77,397.35,2023-05-04,13:05,Ewallet,5.1
INV000577,A,Naypyitaw,Member,Female,Fashion Accessories,58.12,7,3.85,41.7,2023-01-05,12:41,Ewallet,4.1
INV000578,C,Mandalay,Member,Female,Health & Beauty,44.98,3,2.3,406.01,2023-07-13,12:13,Credit card,6.7
INV000579,C,Mandalay,Member,Male,Electronic Accessories,88.13,2,2.22,427.53,2023-04-17,11:33,Ewallet,6.0
INV000580,C,Yangon,Member,Male,Food & Beverages,61.38,3,2.12,340.32,2023-10-21,12:08,Credit card,4.5
INV000581,C,Naypyitaw,Member,Female,Home & Lifestyle,35.63,6,3.15,489.94,2023-05-14,17:20,Ewallet,6.3
INV000582,A,Naypyitaw,Member,Male,Health & Beauty,82.41,3,7.14,449.25,2023-06-10,10:44,Credit card,5.0
INV000583,B,Mandalay,Normal,Female,Electronic Accessories,55.04,7,9.82,248.4,2023-11-04,13:14,Credit card,7.3
INV000584,B,Naypyitaw,Normal,Female,Sports & Travel,92.38,7,3.19,333.03,2023-06-19,14:26,Credit card,9.6
INV000585,C,Mandalay,Member,Male,Electronic Accessories,56.77,1,3.89,201.0,2023-05-19,17:01,Cash,9.0
INV000586,C,Mandalay,Member,Female,Home & Lifestyle,53.25,4,5.31,468.05,2023-03-05,19:31,Ewallet,9.3
INV000587,A,Mandalay,Normal,Female,Food & Beverages,39.1,2,6.95,198.94,2023-01-06,17:36,Credit card,7.9
INV000588,C,Yangon,Normal,Male,Health & Beauty,39.41,6,6.53,147.79,2023-12-07,16:06,Credit card,8.8
INV000589,A,Yangon,Member,Female,Fashion Accessories,51.71,5,4.45,160.0,2023-03-30,9:27,Cash,5.4
INV000590,B,Mandalay,Member,Male,Fashion Accessories,35.53,4,9.14,309.85,2023-11-03,11:19,Ewallet,6.7
INV000591,A,Naypyitaw,Normal,Female,Electronic Accessories,96.48,5,4.44,442.83,2023-09-03,16:11,Ewallet,6.1
INV000592,C,Mandalay,Member,Female,Sports & Travel,42.36,2,6.87,187.64,2023-02-13,15:37,Credit card,7.4
INV000593,C,Naypyitaw,Normal,Female,Food & Beverages,93.49,7,3.04,249.98,2023-06-05,18:59,Credit card,9.1
INV000594,C,Mandalay,Member,Male,Sports & Travel,31.85,8,5.2,55.98,2023-12-14,12:06,Ewallet,4.9
INV000595,A,Naypyitaw,Member,Female,Fashion Accessories,67.92,7,5.11,377.66,2023-09-10,8:49,Credit card,7.8
INV000596,A,Yangon,Normal,Male,Food & Beverages,37.4,7,4.46,473.06,2023-03-21,13:54,Ewallet,5.7
INV000597,C,Naypyitaw,Member,Male,Health & Beauty,31.96,9,2.96,494.0,2023-01-22,10:43,Cash,7.7
INV000598,B,Mandalay,Member,Male,Fashion Accessories,67.9,1,8.92,464.02,2023-02-14,8:23,Cash,5.4
INV000599,A,Mandalay,Member,Male,Home & Lifestyle,55.98,4,2.94,103.51,2023-12-29,12:08,Cash,5.3
INV000600,A,Mandalay,Normal,Male,Sports & Travel,13.49,3,4.8,340.78,2023-09-30,14:40,Ewallet,7.0
INV000601,A,Naypyitaw,Member,Female,Electronic Accessories,94.32,2,8.41,494.97,2023-05-05,13:45,Ewallet,8.1
INV000602,A,Yangon,Normal,Male,Fashion Accessories,16.15,3,1.59,342.65,2023-09-02,12:59,Ewallet,8.4
INV000603,C,Yangon,Normal,Male,Fashion Accessories,54.68,1,4.55,110.16,2023-01-11,16:12,Ewallet,7.9
INV000604,A,Naypyitaw,Normal,Male,Fashion Accessories,97.82,3,5.04,48.14,2023-01-25,15:32,Ewallet,8.6
INV000605,A,Yangon,Member,Female,Fashion Accessories,58.71,3,2.93,249.13,2023-03-24,10:49,Credit card,9.1
INV000606,B,Mandalay,Member,Male,Health & Beauty,99.92,2,5.0,87.95,2023-03-16,15:31,Credit card,6.3
INV000607,B,Naypyitaw,Normal,Male,Sports & Travel,18.5,9,8.79,358.16,2023-05-27,15:28,Ewallet,9.5
INV000608,A,Naypyitaw,Member,Female,Fashion Accessories,49.94,2,5.09,72.52,2023-05-24,15:09,Cash,8.4
INV000609,C,Mandalay,Normal,Female,Health & Beauty,12.08,6,9.68,197.12,2023-03-03,13:31,Cash,4.4
INV000610,C,Mandalay,Normal,Male,Sports & Travel,98.15,4,8.35,420.14,2023-05-22,15:35,Ewallet,7.6
INV000611,A,Naypyitaw,Normal,Male,Fashion Accessories,17.52,8,2.91,487.0,2023-08-27,14:46,Cash,6.1
INV000612,A,Naypyitaw,Member,Female,Health & Beauty,42.79,2,8.52,397.77,2023-12-15,19:09,Credit card,6.3
INV000613,A,Naypyitaw,Member,Male,Sports & Travel,42.14,8,5.84,48.22,2023-10-08,13:18,Credit card,5.0
INV000614,B,Naypyitaw,Member,Female,Electronic Accessories,88.39,3,5.07,50.01,2023-07-15,17:18,Ewallet,4.9
INV000615,B,Yangon,Normal,Male,Sports & Travel,37.17,8,2.07,115.32,2023-11-01,9:27,Cash,7.3
INV000616,C,Yangon,Normal,Male,Sports & Travel,75.92,7,8.2,58.42,2023-10-25,11:55,Ewallet,10.0
INV000617,B,Naypyitaw,Member,Female,Health & Beauty,89.99,8,4.56,82.37,2023-09-06,13:30,Credit card,6.5
INV000618,C,Naypyitaw,Normal,Female,Health & Beauty,63.39,6,1.95,168.57,2023-05-24,13:39,Credit card,8.7
INV000619,B,Naypyitaw,Member,Male,Fashion Accessories,98.2,4,7.26,238.79,2023-11-22,18:14,Ewallet,9.7
INV000620,C,Yangon,Normal,Female,Home & Lifestyle,71.99,8,2.75,405.98,2023-06-24,11:19,Credit card,5.6
INV000621,A,Naypyitaw,Normal,Male,Fashion Accessories,80.95,6,6.1,127.18,2023-10-04,17:52,Cash,5.8
INV000622,A,Mandalay,Member,Male,Food & Beverages,81.38,2,9.77,284.93,2023-07-30,19:43,Cash,5.8
INV000623,B,Naypyitaw,Normal,Female,Sports & Travel,97.32,7,1.9,263.87,2023-04-16,18:19,Ewallet,8.3
INV000624,B,Mandalay,Member,Male,Sports & Travel,74.24,5,2.01,235.25,2023-07-17,10:52,Cash,6.0
INV000625,B,Naypyitaw,Normal,Male,Home & Lifestyle,73.78,1,7.77,302.34,2023-10-20,8:20,Credit card,9.7
INV000626,B,Naypyitaw,Member,Male,Electronic Accessories,61.58,7,5.57,423.81,2023-11-08,13:45,Cash,7.8
INV000627,C,Naypyitaw,Member,Male,Food & Beverages,96.37,8,4.0,318.87,2023-03-28,8:09,Credit card,4.2
INV000628,B,Naypyitaw,Normal,Female,Electronic Accessories,96.63,1,3.47,495.37,2023-08-04,12:09,Ewallet,6.2
INV000629,B,Yangon,Normal,Male,Fashion Accessories,60.54,8,1.68,428.03,2023-10-20,16:25,Ewallet,5.8
INV000630,B,Naypyitaw,Normal,Male,Health & Beauty,68.7,1,4.27,283.02,2023-12-12,13:00,Cash,8.0
INV000631,A,Naypyitaw,Member,Male,Fashion Accessories,16.4,4,1.79,92.63,2023-08-26,14:17,Ewallet,4.5
INV000632,A,Yangon,Normal,Female,Home & Lifestyle,11.76,3,1.13,189.75,2023-03-21,9:47,Cash,4.0
INV000633,A,Yangon,Normal,Female,Food & Beverages,51.44,2,4.35,399.93,2023-02-19,10:05,Ewallet,8.0
INV000634,C,Yangon,Normal,Female,Health & Beauty,47.78,6,4.45,326.25,2023-03-05,13:13,Cash,9.4
INV000635,C,Mandalay,Member,Female,Electronic Accessories,99.38,1,4.33,459.1,2023-06-04,16:16,Ewallet,4.8
INV000636,B,Mandalay,Member,Female,Health & Beauty,12.58,5,9.18,113.41,2023-04-11,11:45,Ewallet,4.3
INV000637,B,Naypyitaw,Member,Female,Fashion Accessories,92.38,1,8.75,305.95,2023-11-10,14:08,Ewallet,7.9
INV000638,A,Mandalay,Member,Female,Food & Beverages,10.83,6,2.5,230.02,2023-09-22,14:30,Cash,4.8
INV000639,C,Naypyitaw,Normal,Male,Electronic Accessories,23.55,4,2.71,119.67,2023-07-01,19:09,Ewallet,7.5
INV000640,C,Naypyitaw,Normal,Female,Food & Beverages,40.86,2,4.04,366.1,2023-12-18,10:03,Cash,6.1
INV000641,B,Yangon,Normal,Male,Fashion Accessories,26.51,7,7.49,119.7,2023-07-21,17:41,Ewallet,8.2
INV000642,A,Naypyitaw,Normal,Male,Home & Lifestyle,71.19,2,4.01,407.68,2023-02-17,14:38,Cash,9.1
INV000643,C,Naypyitaw,Member,Female,Sports & Travel,52.29,5,6.14,59.57,2023-07-06,10:10,Cash,8.9
INV000644,B,Yangon,Member,Male,Fashion Accessories,89.22,7,6.51,186.87,2023-05-17,8:06,Credit card,6.8
INV000645,C,Naypyitaw,Normal,Male,Home & Lifestyle,62.24,9,2.14,101.54,2023-12-07,14:18,Cash,6.5
INV000646,A,Yangon,Normal,Female,Fashion Accessories,59.41,6,8.16,196.96,2023-11-13,11:32,Ewallet,7.8
INV000647,A,Mandalay,Normal,Female,Fashion Accessories,60.12,6,4.36,464.42,2023-06-17,10:42,Credit card,5.0
INV000648,B,Mandalay,Member,Female,Food & Beverages,74.59,4,8.24,291.43,2023-12-13,19:37,Ewallet,7.6
INV000649,B,Mandalay,Normal,Male,Electronic Accessories,38.34,4,3.68,296.97,2023-09-10,17:34,Cash,6.5
INV000650,C,Naypyitaw,Member,Female,Home & Lifestyle,15.32,7,1.86,428.75,2023-06-27,12:09,Credit card,4.0
INV000651,A,Mandalay,Member,Male,Home & Lifestyle,13.57,5,3.29,225.13,2023-02-25,18:12,Cash,4.4
INV000652,C,Mandalay,Normal,Male,Home & Lifestyle,71.07,2,8.26,61.35,2023-08-19,8:50,Ewallet,8.7
INV000653,A,Yangon,Normal,Male,Sports & Travel,20.26,1,8.13,296.83,2023-10-01,13:07,Ewallet,8.1
INV000654,A,Yangon,Member,Male,Food & Beverages,94.7,4,6.2,127.39,2023-12-29,13:32,Credit card,4.5
INV000655,A,Naypyitaw,Normal,Female,Health & Beauty,32.04,9,6.63,411.37,2023-11-22,15:18,Credit card,5.9
INV000656,C,Mandalay,Normal,Male,Fashion Accessories,44.07,9,2.93,174.48,2023-05-15,15:57,Ewallet,7.1
INV000657,A,Mandalay,Member,Male,Sports & Travel,82.38,8,5.33,375.6,2023-08-18,8:23,Cash,5.2
INV000658,A,Naypyitaw,Normal,Female,Home & Lifestyle,22.73,5,6.21,156.97,2023-11-09,8:42,Cash,9.8
INV000659,C,Yangon,Normal,Female,Electronic Accessories,69.36,8,4.47,378.21,2023-11-10,13:35,Ewallet,6.6
INV000660,C,Mandalay,Normal,Male,Electronic Accessories,40.95,8,1.7,40.62,2023-01-02,9:35,Credit card,9.6
INV000661,B,Yangon,Normal,Male,Health & Beauty,34.78,4,5.34,226.38,2023-04-24,18:31,Ewallet,9.5
INV000662,A,Mandalay,Normal,Female,Home & Lifestyle,71.62,6,9.19,316.21,2023-09-09,17:43,Ewallet,8.0
INV000663,B,Mandalay,Normal,Male,Food & Beverages,74.85,7,7.89,321.57,2023-09-23,13:21,Ewallet,6.5
INV000664,C,Mandalay,Member,Male,Electronic Accessories,87.92,9,5.41,208.18,2023-07-28,11:32,Ewallet,6.1
INV000665,B,Yangon,Normal,Female,Electronic Accessories,85.24,1,4.62,462.95,2023-11-24,12:39,Ewallet,8.5
INV000666,B,Naypyitaw,Normal,Male,Food & Beverages,38.59,3,8.98,457.29,2023-02-12,19:48,Ewallet,9.9
INV000667,A,Naypyitaw,Normal,Male,Electronic Accessories,13.81,5,4.01,286.24,2023-08-07,9:35,Credit card,4.7
INV000668,C,Yangon,Member,Female,Food & Beverages,73.54,5,6.11,326.65,2023-07-14,13:06,Ewallet,9.0
INV000669,C,Naypyitaw,Normal,Female,Home & Lifestyle,47.22,2,5.57,443.93,2023-02-27,8:03,Credit card,8.5
INV000670,B,Yangon,Normal,Female,Home & Lifestyle,34.56,3,2.57,222.85,2023-03-30,12:41,Ewallet,5.3
INV000671,A,Naypyitaw,Member,Male,Health & Beauty,68.14,8,4.09,339.39,2023-03-06,19:18,Ewallet,7.6
INV000672,B,Naypyitaw,Member,Male,Fashion Accessories,34.4,1,3.87,209.0,2023-06-19,18:22,Ewallet,7.0
INV000673,A,Yangon,Normal,Male,Home & Lifestyle,49.34,4,8.35,26.28,2023-06-06,14:15,Ewallet,7.3
INV000674,A,Mandalay,Normal,Female,Electronic Accessories,78.7,7,1.56,405.14,2023-01-19,9:48,Ewallet,6.7
INV000675,B,Yangon,Member,Female,Health & Beauty,34.35,1,1.8,262.2,2023-03-07,10:38,Credit card,5.2
INV000676,C,Yangon,Normal,Female,Fashion Accessories,29.93,2,7.3,152.71,2023-12-19,8:56,Cash,6.4
INV000677,A,Naypyitaw,Member,Female,Fashion Accessories,36.09,4,3.42,482.6,2023-09-25,11:08,Credit card,9.2
INV000678,A,Naypyitaw,Normal,Female,Health & Beauty,11.0,9,5.56,198.4,2023-07-04,16:38,Cash,4.9
INV000679,A,Yangon,Normal,Female,Electronic Accessories,84.33,1,3.42,157.12,2023-04-16,12:11,Cash,10.0
INV000680,B,Naypyitaw,Normal,Female,Health & Beauty,35.82,6,4.65,343.6,2023-07-31,18:03,Ewallet,7.2
INV000681,C,Mandalay,Member,Male,Sports & Travel,20.69,1,2.21,76.8,2023-06-05,16:45,Cash,4.6
INV000682,B,Yangon,Member,Male,Electronic Accessories,74.19,9,4.53,110.85,2023-07-10,13:54,Credit card,4.0
INV000683,B,Naypyitaw,Normal,Male,Sports & Travel,25.96,2,7.73,388.08,2023-01-27,12:52,Ewallet,6.0
INV000684,B,Mandalay,Member,Female,Electronic Accessories,70.19,7,7.55,111.31,2023-12-22,11:28,Ewallet,7.1
INV000685,B,Yangon,Normal,Female,Electronic Accessories,55.01,5,7.11,60.02,2023-01-02,18:13,Ewallet,9.5
INV000686,B,Mandalay,Member,Male,Home & Lifestyle,61.75,5,4.56,297.39,2023-01-19,8:46,Credit card,4.6
INV000687,B,Yangon,Normal,Female,Food & Beverages,29.64,4,9.61,88.03,2023-07-29,8:34,Ewallet,9.2
INV000688,B,Yangon,Normal,Male,Health & Beauty,46.62,5,9.01,294.59,2023-01-01,14:05,Cash,9.7
INV000689,A,Yangon,Member,Male,Health & Beauty,33.35,5,2.25,224.04,2023-07-01,9:48,Credit card,8.4
INV000690,C,Mandalay,Normal,Male,Home & Lifestyle,31.46,8,2.6,470.36,2023-07-22,16:27,Cash,4.5
INV000691,C,Naypyitaw,Member,Female,Sports & Travel,76.12,5,9.39,304.34,2023-12-26,15:40,Ewallet,6.8
INV000692,A,Yangon,Member,Male,Fashion Accessories,96.06,5,5.1,320.37,2023-12-24,14:27,Cash,8.5
INV000693,B,Naypyitaw,Member,Female,Fashion Accessories,63.68,6,2.89,99.81,2023-04-13,18:59,Credit card,9.5
INV000694,B,Mandalay,Normal,Male,Electronic Accessories,36.77,2,6.4,261.4,2023-08-07,12:45,Cash,9.6
INV000695,B,Mandalay,Member,Male,Home & Lifestyle,65.03,3,9.92,116.02,2023-01-15,8:18,Cash,6.0
INV000696,A,Yangon,Member,Male,Sports & Travel,58.33,7,7.01,387.26,2023-02-22,9:44,Ewallet,8.5
INV000697,C,Mandalay,Normal,Male,Sports & Travel,75.44,1,5.84,439.62,2023-04-15,15:30,Cash,8.3
INV000698,C,Yangon,Normal,Female,Home & Lifestyle,82.5,7,2.68,357.72,2023-05-17,18:45,Ewallet,8.2
INV000699,B,Naypyitaw,Member,Male,Sports & Travel,72.16,5,8.46,151.14,2023-10-11,10:45,Ewallet,6.1
INV000700,C,Mandalay,Normal,Male,Fashion Accessories,24.23,9,1.14,175.96,2023-11-20,13:01,Cash,4.4
INV000701,A,Naypyitaw,Member,Male,Health & Beauty,93.62,9,8.13,454.73,2023-10-27,18:27,Credit card,8.1
INV000702,A,Mandalay,Member,Female,Sports & Travel,58.88,1,6.35,177.0,2023-06-25,13:01,Credit card,6.1
INV000703,B,Yangon,Normal,Male,Food & Beverages,38.72,9,7.44,64.63,2023-02-06,12:30,Credit card,4.3
INV000704,A,Yangon,Normal,Female,Electronic Accessories,64.68,4,1.45,119.8,2023-08-29,8:27,Ewallet,9.5
INV000705,A,Yangon,Member,Female,Electronic Accessories,93.97,4,9.24,147.26,2023-05-05,14:40,Ewallet,8.2
INV000706,B,Naypyitaw,Member,Female,Food & Beverages,42.77,2,9.78,323.96,2023-04-28,11:45,Credit card,9.1
INV000707,B,Yangon,Normal,Male,Electronic Accessories,17.72,7,1.96,449.59,2023-06-12,8:25,Cash,5.3
INV000708,A,Yangon,Normal,Male,Food & Beverages,84.9,5,8.5,144.17,2023-12-23,10:28,Ewallet,4.3
INV000709,B,Naypyitaw,Member,Female,Health & Beauty,30.86,6,4.47,196.35,2023-12-01,17:25,Cash,8.3
INV000710,C,Naypyitaw,Normal,Female,Fashion Accessories,69.78,4,3.24,237.93,2023-12-05,11:34,Credit card,4.0
INV000711,C,Naypyitaw,Normal,Female,Health & Beauty,14.71,2,3.28,179.43,2023-03-23,13:45,Credit card,5.3
INV000712,A,Naypyitaw,Normal,Female,Fashion Accessories,43.27,9,8.14,104.97,2023-11-14,13:08,Credit card,6.1
INV000713,B,Naypyitaw,Member,Female,Health & Beauty,73.6,5,1.74,136.38,2023-10-19,8:53,Credit card,8.8
INV000714,C,Yangon,Normal,Male,Electronic Accessories,29.01,6,3.17,484.02,2023-12-04,12:43,Ewallet,5.2
INV000715,B,Naypyitaw,Member,Female,Sports & Travel,57.04,6,6.46,288.55,2023-03-24,19:35,Cash,7.3
INV000716,B,Yangon,Member,Female,Health & Beauty,27.34,5,3.31,294.94,2023-07-29,16:42,Cash,7.8
INV000717,B,Mandalay,Member,Male,Sports & Travel,24.19,2,6.1,421.15,2023-01-24,14:40,Ewallet,6.9
INV000718,C,Naypyitaw,Normal,Female,Health & Beauty,39.29,1,4.08,319.42,2023-07-05,14:31,Cash,9.1
INV000719,A,Naypyitaw,Member,Female,Electronic Accessories,10.6,4,2.84,319.49,2023-02-06,18:21,Credit card,5.0
INV000720,A,Naypyitaw,Member,Female,Food & Beverages,78.81,8,5.82,469.77,2023-03-20,18:41,Ewallet,5.2
INV000721,A,Yangon,Normal,Male,Sports & Travel,52.89,3,2.75,215.3,2023-02-21,8:25,Credit card,4.0
INV000722,C,Yangon,Member,Female,Fashion Accessories,10.98,6,7.99,111.89,2023-02-19,11:09,Ewallet,8.7
